Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
54,Exit short,2022-03-17,1 ATR stop,414.71,241,97855.64,-2109.25,-2.16,19.78,3713.66,3.79,-2099.26,-2.15,1174.12,1.17,8
54,Entry short,2022-03-07,CB V3,406.04,241,97855.64,-2109.25,-2.16,19.78,3713.66,3.79,-2099.26,-2.15,1174.12,1.17,8
55,Exit long,2022-03-29,2R target,434.19,243,100458.63,5028.94,5.01,20.6,5039.49,5.02,-189.87,-0.19,6203.07,6.20,7
55,Entry long,2022-03-18,CB V3,413.41,243,100458.63,5028.94,5.01,20.6,5039.49,5.02,-189.87,-0.19,6203.07,6.20,7
56,Exit short,2022-04-07,Margin call,425.39,4,1687.12,-14.78,-0.88,0.34,12.67,0.75,-14.61,-0.87,6177.96,6.18,1
56,Entry short,2022-04-06,CB V3,421.78,4,1687.12,-14.78,-0.88,0.34,12.67,0.75,-14.61,-0.87,6177.96,6.18,1
57,Exit short,2022-04-22,2R target,407.88,245,103336.1,3385.17,3.28,20.33,3395.17,3.29,-894.78,-0.87,9573.46,9.57,11
57,Entry short,2022-04-06,CB V3,421.78,245,103336.1,3385.17,3.28,20.33,3395.17,3.29,-894.78,-0.87,9573.46,9.57,11
58,Exit long,2022-05-05,1 ATR stop,391.81,270,108194.4,-2427.1,-2.24,21.4,99.88,0.09,-2416.52,-2.23,7146.36,7.15,0
58,Entry long,2022-05-05,CB V3,400.72,270,108194.4,-2427.1,-2.24,21.4,99.88,0.09,-2416.52,-2.23,7146.36,7.15,0
59,Exit long,2022-06-09,1 ATR stop,380.57,273,106562.82,-2688.26,-2.52,21.05,988.52,0.93,-2677.87,-2.51,4458.11,4.46,7
59,Entry long,2022-05-31,CB V3,390.34,273,106562.82,-2688.26,-2.52,21.05,988.52,0.93,-2677.87,-2.51,4458.11,4.46,7
60,Exit short,2022-06-13,2R target,355.09,275,102489.75,4819.99,4.70,20.01,4829.75,4.71,-246.75,-0.24,9278.09,9.28,1
60,Entry short,2022-06-10,CB V3,372.69,275,102489.75,4819.99,4.70,20.01,4829.75,4.71,-246.75,-0.24,9278.09,9.28,1
61,Exit short,2022-06-30,Margin call,360.84,12,4279.56,-51.38,-1.20,0.86,41.21,0.96,-50.95,-1.19,9216.33,9.22,0
61,Entry short,2022-06-30,CB V3,356.63,12,4279.56,-51.38,-1.20,0.86,41.21,0.96,-50.95,-1.19,9216.33,9.22,0
62,Exit short,2022-07-06,1 ATR stop,365.41,291,103779.33,-2575.99,-2.48,21.01,999.39,0.96,-2565.36,-2.47,6650.72,6.65,3
62,Entry short,2022-06-30,CB V3,356.63,291,103779.33,-2575.99,-2.48,21.01,999.39,0.96,-2565.36,-2.47,6650.72,6.65,3
63,Exit short,2022-07-13,Margin call,362.04,20,7111,-131.24,-1.85,1.44,7.49,0.11,-130.51,-1.84,6509.71,6.51,0
63,Entry short,2022-07-13,CB V3,355.55,20,7111,-131.24,-1.85,1.44,7.49,0.11,-130.51,-1.84,6509.71,6.51,0
64,Exit short,2022-07-15,1 ATR stop,363.27,275,97776.25,-2142.77,-2.19,19.77,1043.47,1.07,-2132.78,-2.18,4376.72,4.38,2
64,Entry short,2022-07-13,CB V3,355.55,275,97776.25,-2142.77,-2.19,19.77,1043.47,1.07,-2132.78,-2.18,4376.72,4.38,2
65,Exit short,2022-08-29,2R target,381.25,260,102783.2,3638.01,3.54,20.19,3647.92,3.55,-730.48,-0.71,8014.73,8.01,5
65,Entry short,2022-08-22,CB V3,395.32,260,102783.2,3638.01,3.54,20.19,3647.92,3.55,-730.48,-0.71,8014.73,8.01,5
66,Exit long,2022-10-07,1 ATR stop,347.19,300,106623,-2487.08,-2.33,21.08,1717.34,1.61,-2476.66,-2.32,5527.65,5.53,2
66,Entry long,2022-10-05,CB V3,355.41,300,106623,-2487.08,-2.33,21.08,1717.34,1.61,-2476.66,-2.32,5527.65,5.53,2
67,Exit short,2022-10-20,Margin call,354.72,24,8406.96,-108.01,-1.28,1.69,77.16,0.92,-107.16,-1.27,5409.97,5.41,0
67,Entry short,2022-10-20,CB V3,350.29,24,8406.96,-108.01,-1.28,1.69,77.16,0.92,-107.16,-1.27,5409.97,5.41,0
68,Exit short,2022-10-24,1 ATR stop,358.94,276,96680.04,-2406.97,-2.49,19.57,1168.85,1.21,-2397.07,-2.48,3012.66,3.01,2
68,Entry short,2022-10-20,CB V3,350.29,276,96680.04,-2406.97,-2.49,19.57,1168.85,1.21,-2397.07,-2.48,3012.66,3.01,2
69,Exit long,2022-11-03,1 ATR stop,351.97,285,102756.75,-2465.61,-2.40,20.31,3133.27,3.05,-2455.58,-2.39,547.06,0.55,7
69,Entry long,2022-10-25,CB V3,360.55,285,102756.75,-2465.61,-2.40,20.31,3133.27,3.05,-2455.58,-2.39,547.06,0.55,7
70,Exit short,2022-11-30,1 ATR stop,382.58,267,100504.14,-1664.99,-1.66,20.27,497.25,0.49,-1654.77,-1.65,-1117.93,-1.12,0
70,Entry short,2022-11-30,CB V3,376.42,267,100504.14,-1664.99,-1.66,20.27,497.25,0.49,-1654.77,-1.65,-1117.93,-1.12,0
71,Exit short,2022-12-07,Margin call,376.59,8,2992,-21.32,-0.71,0.6,7.06,0.24,-21.02,-0.70,-1148.79,-1.15,0
71,Entry short,2022-12-07,CB V3,374,8,2992,-21.32,-0.71,0.6,7.06,0.24,-21.02,-0.70,-1148.79,-1.15,0
72,Exit short,2022-12-13,1 ATR stop,390.46,255,95370,-4216.79,-4.42,19.49,225.06,0.24,-4206.84,-4.41,-5356.04,-5.36,4
