run_id,run_date,symbol,timeframe,session,timezone,chart_data_convention,date_window_start,date_window_end,cuttingboard_source_pin,script_file,script_sha256,rule_mapping_version,tv_account,tv_capture_method,export_file,export_sha256,bars_evaluated,hard_gate_pass,qualified,watchlist,kill_switch_bars,notes
RUN_SPY_1D_2015-01-01,2026-07-30,AMEX:SPY,1D,RTH,Exchange (America/New_York),standard candles; split-adjusted; dividends unadjusted,2015-01-01,2026-07-29,59f8279d796335149afdec4aa507b6f927233518,scripts/cuttingboard_asis_proxy_v0_1.pine,048f5c66eefa3fdb8df9cec882006b1d8cf5fc9772d8694614559ba0a1bce3b5,RULE_MAPPING_v0.1.md,dwats250,Export chart data (CSV),exports/CBASIS_v0_1_AMEX_SPY_1D_RTH_20150101-20260729_048f5c66.csv,d1b537506ed1cec9559ad9dd66a35d4a9798d751ee1896e07e6e1739dfe0b970,2909,602,170,239,204,"votes_cast=8 all rows; g8/g11 NOT_REPRESENTABLE; first-rejection 0:170 1:204 2:1988 5:138 7:273 10:136; qualified 125L/45S; tv_plan Premium (monthly); first capture attempt rejected (partial window 866 rows) and archived outside the repository"
