Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
140,Entry long,2025-09-11 07:00,C0|L|MKT|15|v0.3.0-tier0|SPY,648.38,100,64838,38,0.06,0,68,0.10,-18,-0.03,-569,-0.57,2
141,Exit long,2025-09-12 07:30,TX30,650.76,100,65080,-4,-0.01,0,18,0.03,-68,-0.10,-573,-0.57,2
141,Entry long,2025-09-12 07:00,C0|L|MKT|15|v0.3.0-tier0|SPY,650.8,100,65080,-4,-0.01,0,18,0.03,-68,-0.10,-573,-0.57,2
142,Exit long,2025-09-15 07:30,TX30,653.42,100,65340,2,0.00,0,10,0.02,-65,-0.10,-571,-0.57,2
142,Entry long,2025-09-15 07:00,C0|L|MKT|15|v0.3.0-tier0|SPY,653.4,100,65340,2,0.00,0,10,0.02,-65,-0.10,-571,-0.57,2
143,Exit short,2025-09-16 07:30,TX30,652.71,100,65303,32,0.05,0,63,0.10,-24,-0.04,-539,-0.54,2
143,Entry short,2025-09-16 07:00,C0|S|MKT|15|v0.3.0-tier0|SPY,653.03,100,65303,32,0.05,0,63,0.10,-24,-0.04,-539,-0.54,2
144,Exit short,2025-09-17 07:45,TX30,651.97,100,65224,27,0.04,0,39,0.06,-11,-0.02,-512,-0.51,2
144,Entry short,2025-09-17 07:15,C0|S|MKT|15|v0.3.0-tier0|SPY,652.24,100,65224,27,0.04,0,39,0.06,-11,-0.02,-512,-0.51,2
145,Exit long,2025-09-18 07:45,TX30,656.22,100,65632,-10,-0.02,0,128,0.20,-10,-0.02,-522,-0.52,2
145,Entry long,2025-09-18 07:15,C0|L|MKT|15|v0.3.0-tier0|SPY,656.32,100,65632,-10,-0.02,0,128,0.20,-10,-0.02,-522,-0.52,2
146,Exit long,2025-09-22 07:30,TX30,658.61,100,65797,64,0.10,0,71,0.11,-25,-0.04,-458,-0.46,2
146,Entry long,2025-09-22 07:00,C0|L|MKT|15|v0.3.0-tier0|SPY,657.97,100,65797,64,0.10,0,71,0.11,-25,-0.04,-458,-0.46,2
