Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
11,Entry long,2026-01-05 07:30,C0|L|MKT|15,684.89,100,68489,-22,-0.03,0,28,0.04,-57,-0.08,-669,-0.67,2
12,Exit long,2026-01-06 07:30,TX30,686.99,100,68644,55,0.08,0,77,0.11,-10,-0.01,-614,-0.61,2
12,Entry long,2026-01-06 07:00,C0|L|MKT|15,686.44,100,68644,55,0.08,0,77,0.11,-10,-0.01,-614,-0.61,2
13,Exit short,2026-01-07 07:45,TX30,688.08,100,68796,-12,-0.02,0,64,0.09,-90,-0.13,-626,-0.63,2
13,Entry short,2026-01-07 07:15,C0|S|MKT|15,687.96,100,68796,-12,-0.02,0,64,0.09,-90,-0.13,-626,-0.63,2
14,Exit long,2026-01-08 07:45,TX30,686.05,100,68604,1,0.00,0,33,0.05,-96,-0.14,-625,-0.62,2
14,Entry long,2026-01-08 07:15,C0|L|MKT|15,686.04,100,68604,1,0.00,0,33,0.05,-96,-0.14,-625,-0.62,2
15,Exit long,2026-01-09 08:00,TX30,688.26,100,68948,-122,-0.18,0,30,0.04,-184,-0.27,-747,-0.75,2
15,Entry long,2026-01-09 07:30,C0|L|MKT|15,689.48,100,68948,-122,-0.18,0,30,0.04,-184,-0.27,-747,-0.75,2
16,Exit long,2026-01-12 07:30,TX30,689.88,100,68997,-9,-0.01,0,17,0.02,-62,-0.09,-756,-0.76,2
16,Entry long,2026-01-12 07:00,C0|L|MKT|15,689.97,100,68997,-9,-0.01,0,17,0.02,-62,-0.09,-756,-0.76,2
17,Exit short,2026-01-13 07:30,TX30,689.06,100,69056,150,0.22,0,212,0.31,-28,-0.04,-606,-0.61,2
17,Entry short,2026-01-13 07:00,C0|S|MKT|15,690.56,100,69056,150,0.22,0,212,0.31,-28,-0.04,-606,-0.61,2
18,Exit short,2026-01-14 07:30,TX30,685.12,100,68502,-10,-0.01,0,98,0.14,-217,-0.32,-616,-0.62,2
18,Entry short,2026-01-14 07:00,C0|S|MKT|15,685.02,100,68502,-10,-0.01,0,98,0.14,-217,-0.32,-616,-0.62,2
19,Exit short,2026-01-16 07:30,TX30,688,100,68829,29,0.04,0,44,0.06,-86,-0.12,-587,-0.59,2
19,Entry short,2026-01-16 07:00,C0|S|MKT|15,688.29,100,68829,29,0.04,0,44,0.06,-86,-0.12,-587,-0.59,2
20,Exit long,2026-01-20 08:00,TX30,680.19,100,68025,-6,-0.01,0,90,0.13,-92,-0.14,-593,-0.59,2
20,Entry long,2026-01-20 07:30,C0|L|MKT|15,680.25,100,68025,-6,-0.01,0,90,0.13,-92,-0.14,-593,-0.59,2
21,Exit long,2026-01-21 07:30,TX30,679.4,100,67888,52,0.08,0,92,0.14,-83,-0.12,-541,-0.54,2
21,Entry long,2026-01-21 07:00,C0|L|MKT|15,678.88,100,67888,52,0.08,0,92,0.14,-83,-0.12,-541,-0.54,2
22,Exit short,2026-01-22 07:30,TX30,684.83,100,68424,-59,-0.09,0,95,0.14,-73,-0.11,-600,-0.60,2
22,Entry short,2026-01-22 07:00,C0|S|MKT|15,684.24,100,68424,-59,-0.09,0,95,0.14,-73,-0.11,-600,-0.60,2
23,Exit long,2026-01-23 07:30,TX30,685.67,100,68521,46,0.07,0,100,0.15,-55,-0.08,-554,-0.55,2
23,Entry long,2026-01-23 07:00,C0|L|MKT|15,685.21,100,68521,46,0.07,0,100,0.15,-55,-0.08,-554,-0.55,2
24,Exit long,2026-01-26 07:45,TX30,688.63,100,68895,-32,-0.05,0,79,0.11,-38,-0.06,-586,-0.59,2
24,Entry long,2026-01-26 07:15,C0|L|MKT|15,688.95,100,68895,-32,-0.05,0,79,0.11,-38,-0.06,-586,-0.59,2
25,Exit long,2026-01-27 07:30,TX30,691.09,100,69156,-47,-0.07,0,20,0.03,-72,-0.10,-633,-0.63,2
25,Entry long,2026-01-27 07:00,C0|L|MKT|15,691.56,100,69156,-47,-0.07,0,20,0.03,-72,-0.10,-633,-0.63,2
26,Exit short,2026-01-28 07:45,TX30,692.14,100,69243,29,0.04,0,33,0.05,-99,-0.14,-604,-0.60,2
26,Entry short,2026-01-28 07:15,C0|S|MKT|15,692.43,100,69243,29,0.04,0,33,0.05,-99,-0.14,-604,-0.60,2
27,Exit short,2026-01-29 07:30,TX30,685.36,100,68789,253,0.37,0,267,0.39,-9,-0.01,-351,-0.35,2
27,Entry short,2026-01-29 07:00,C0|S|MKT|15,687.89,100,68789,253,0.37,0,267,0.39,-9,-0.01,-351,-0.35,2
28,Exit long,2026-02-02 07:45,TX30,691.43,100,69145,-2,0.00,0,62,0.09,-66,-0.10,-353,-0.35,2
28,Entry long,2026-02-02 07:15,C0|L|MKT|15,691.45,100,69145,-2,0.00,0,62,0.09,-66,-0.10,-353,-0.35,2
29,Exit short,2026-02-03 07:30,TX30,688.52,100,68984,132,0.19,0,269,0.39,-21,-0.03,-221,-0.22,2
29,Entry short,2026-02-03 07:00,C0|S|MKT|15,689.84,100,68984,132,0.19,0,269,0.39,-21,-0.03,-221,-0.22,2
30,Exit short,2026-02-04 07:30,TX30,686.27,100,68451,-176,-0.26,0,162,0.24,-268,-0.39,-397,-0.40,2
30,Entry short,2026-02-04 07:00,C0|S|MKT|15,684.51,100,68451,-176,-0.26,0,162,0.24,-268,-0.39,-397,-0.40,2
31,Exit short,2026-02-05 07:45,TX30,674.25,100,67327,-98,-0.15,0,90,0.13,-170,-0.25,-495,-0.50,2
31,Entry short,2026-02-05 07:15,C0|S|MKT|15,673.27,100,67327,-98,-0.15,0,90,0.13,-170,-0.25,-495,-0.50,2
32,Exit long,2026-02-06 08:00,TX30,682.15,100,68204,11,0.02,0,138,0.20,-133,-0.20,-484,-0.48,2
32,Entry long,2026-02-06 07:30,C0|L|MKT|15,682.04,100,68204,11,0.02,0,138,0.20,-133,-0.20,-484,-0.48,2
33,Exit long,2026-02-09 07:45,TX30,689.86,100,68814,172,0.25,0,195,0.28,-9,-0.01,-312,-0.31,2
33,Entry long,2026-02-09 07:15,C0|L|MKT|15,688.14,100,68814,172,0.25,0,195,0.28,-9,-0.01,-312,-0.31,2
34,Exit long,2026-02-10 07:30,TX30,692.21,100,69205,16,0.02,0,71,0.10,-101,-0.15,-296,-0.30,2
34,Entry long,2026-02-10 07:00,C0|L|MKT|15,692.05,100,69205,16,0.02,0,71,0.10,-101,-0.15,-296,-0.30,2
35,Exit short,2026-02-11 07:30,TX30,686.08,100,69046,438,0.63,0,491,0.71,-63,-0.09,142,0.14,2
35,Entry short,2026-02-11 07:00,C0|S|MKT|15,690.46,100,69046,438,0.63,0,491,0.71,-63,-0.09,142,0.14,2
36,Exit short,2026-02-12 07:30,TX30,689.43,100,68916,-27,-0.04,0,66,0.10,-89,-0.13,115,0.12,2
36,Entry short,2026-02-12 07:00,C0|S|MKT|15,689.16,100,68916,-27,-0.04,0,66,0.10,-89,-0.13,115,0.12,2
37,Exit long,2026-02-13 08:00,TX30,678.94,100,67935,-41,-0.06,0,160,0.24,-216,-0.32,74,0.07,2
37,Entry long,2026-02-13 07:30,C0|L|MKT|15,679.35,100,67935,-41,-0.06,0,160,0.24,-216,-0.32,74,0.07,2
38,Exit short,2026-02-17 07:30,TX30,673.74,100,67301,-73,-0.11,0,31,0.05,-316,-0.47,1,0.00,2
38,Entry short,2026-02-17 07:00,C0|S|MKT|15,673.01,100,67301,-73,-0.11,0,31,0.05,-316,-0.47,1,0.00,2
39,Exit long,2026-02-18 07:30,TX30,684.19,100,68255,164,0.24,0,227,0.33,-7,-0.01,165,0.17,2
39,Entry long,2026-02-18 07:00,C0|L|MKT|15,682.55,100,68255,164,0.24,0,227,0.33,-7,-0.01,165,0.17,2
40,Exit long,2026-02-19 07:30,TX30,680.23,100,68139,-116,-0.17,0,116,0.17,-119,-0.17,49,0.05,2
40,Entry long,2026-02-19 07:00,C0|L|MKT|15,681.39,100,68139,-116,-0.17,0,116,0.17,-119,-0.17,49,0.05,2
41,Exit long,2026-02-20 07:45,TX30,684.42,100,68183,259,0.38,0,271,0.40,-125,-0.18,308,0.31,2
41,Entry long,2026-02-20 07:15,C0|L|MKT|15,681.83,100,68183,259,0.38,0,271,0.40,-125,-0.18,308,0.31,2
42,Exit short,2026-02-23 07:30,TX30,680.91,100,68284,193,0.28,0,218,0.32,-76,-0.11,501,0.50,2
42,Entry short,2026-02-23 07:00,C0|S|MKT|15,682.84,100,68284,193,0.28,0,218,0.32,-76,-0.11,501,0.50,2
43,Exit long,2026-02-24 08:00,TX30,681.74,100,68269,-95,-0.14,0,22,0.03,-113,-0.17,406,0.41,2
43,Entry long,2026-02-24 07:30,C0|L|MKT|15,682.69,100,68269,-95,-0.14,0,22,0.03,-113,-0.17,406,0.41,2
44,Exit short,2026-02-26 07:30,TX30,682.07,100,68699,492,0.72,0,586,0.85,-38,-0.06,898,0.90,2
44,Entry short,2026-02-26 07:00,C0|S|MKT|15,686.99,100,68699,492,0.72,0,586,0.85,-38,-0.06,898,0.90,2
45,Exit long,2026-02-27 07:45,TX30,682.05,100,68102,103,0.15,0,110,0.16,-100,-0.15,1001,1.00,2
45,Entry long,2026-02-27 07:15,C0|L|MKT|15,681.02,100,68102,103,0.15,0,110,0.16,-100,-0.15,1001,1.00,2
46,Exit long,2026-03-02 07:30,TX30,679.79,100,67929,50,0.07,0,245,0.36,-93,-0.14,1051,1.05,2
46,Entry long,2026-03-02 07:00,C0|L|MKT|15,679.29,100,67929,50,0.07,0,245,0.36,-93,-0.14,1051,1.05,2
