time,open,high,low,close,EMA 9,EMA 21,EMA 50,Selected long,Selected short,V4 long candidate,V4 short candidate,V2 candidate rejected by V3,CB bounded net,CB confidence,CB available votes,CB ATR %,CB structure pass,CB V2 candidate,CB stop-distance pass,CB extension pass,CB direct-risk pass,CB kill switch,CB V4 candidate,CB V4 blocked open position
1390487400,148.55486139,148.58726864,147.30718203,148.09305799,148.78317512158324,148.23963355170318,146.22626754352626,0,0,0,0,0,-1,0.125,8,0.774899482627829,0,0,0,1,0,0,0,0
1390573800,147.12894212,147.17755301,144.88473965,144.93335053,148.0132102032666,147.939062367912,146.17556491554484,0,0,0,0,0,-1,0.125,8,0.8933544131025073,1,0,0,0,0,0,0,0
1390833000,145.07108137,145.44376481,143.49932945,144.2203909,147.25464634261328,147.60100132537454,146.09889142473915,0,0,0,0,0,-5,0.625,8,0.9299470425609783,1,0,0,0,0,1,0,0
1390919400,144.32571448,145.2655249,144.30951085,145.07918318,146.81955371009062,147.37174513034049,146.05890286612194,0,0,0,0,0,4,0.5,8,0.9098669909673179,0,0,0,0,0,0,0,0
1391005800,143.85580927,144.65788885,143.30488592,143.68567118,146.19277720407248,147.03664749849136,145.96583495686227,0,0,0,0,0,1,0.125,8,0.9412736986059005,1,0,0,0,0,0,0,0
1391092200,144.90904509,145.67871742,144.42293625,145.20881221,145.995984205258,146.87048065408305,145.93614779031864,0,0,0,0,0,3,0.375,8,0.9629102173302141,0,0,0,1,0,0,0,0
1391178600,143.41831131,145.25742309,143.33729317,144.35812174,145.6684117122064,146.6420843891664,145.87426441579635,0,0,0,0,0,-1,0.125,8,0.994408213892114,0,0,0,0,0,0,0,0
1391437800,144.17178002,144.5120562,140.83383265,141.10929433,144.75658823576512,146.13910347469673,145.68740284380434,0,0,0,0,0,-3,0.375,8,1.130827648582095,1,0,1,0,0,0,0,0
1391524200,141.74123582,142.46229726,141.05703763,142.09366473,144.2240035346121,145.77133631608794,145.54647193738063,0,0,0,0,0,2,0.25,8,1.1134203810022452,0,0,1,0,0,1,0,0
1391610600,141.61160679,142.23544647,140.73661088,141.91947573,143.7630979736897,145.42116717189813,145.40423679199316,0,0,0,0,0,-1,0.125,8,1.110596251768613,0,0,1,0,0,0,0,0
1391697000,142.2516501,143.79099476,141.96071396,143.79099476,143.76867733095176,145.2729696799074,145.34097239858167,0,0,0,0,0,1,0.125,8,1.1108136491119798,1,0,1,1,1,0,0,0
1391783400,144.46344532,145.7273283,143.99354011,145.57339384,144.1296206327614,145.30028096718854,145.3500869649118,0,0,0,0,0,5,0.625,8,1.1138506882060129,0,0,1,1,1,0,0,0
1392042600,145.58959746,145.88936458,145.19260858,145.8407537,144.4718472462091,145.3494148519896,145.36932879766036,0,0,0,0,0,5,0.625,8,1.0665189200380334,0,0,1,1,1,0,0,0
1392129000,145.96228091,147.80868432,145.86416794,147.43681105,145.06484000696727,145.53917814271782,145.45040653304622,0,0,0,0,0,3,0.375,8,1.0749583630029373,0,0,1,1,1,0,0,0
1392215400,147.63125459,148.12546524,147.21401117,147.50972738,145.55381748157382,145.71831898247075,145.5311642133189,0,0,0,0,0,1,0.125,8,1.041817510177961,1,0,1,1,1,0,0,0
1392301800,146.51320426,148.42523236,146.50510245,148.2712979,146.09731356525904,145.95040797497342,145.638620436326,0,0,0,0,0,4,0.5,8,1.054933876421057,1,0,1,1,1,0,0,0
1392388200,148.13356706,149.36504279,147.99583622,149.08958111,146.69576707420723,146.23578735088492,145.77395222745045,0,0,0,0,0,2,0.25,8,1.0398034507483072,1,0,1,0,0,0,0,0
1392733800,149.22731195,149.47036637,148.78981399,149.26782102,147.21017786336577,146.51142677534992,145.91096668990338,0,0,0,0,0,7,0.875,8,0.996945057537707,1,0,0,0,0,0,0,0
1392820200,148.87893395,149.84304981,148.1578725,148.27939971,147.4240222326926,146.67215158759083,146.0038464161817,0,0,0,0,0,-3,0.375,8,1.013083287608285,1,0,1,1,1,0,0,0
1392906600,148.48194506,149.49467181,147.93912352,149.15439562,147.77009691015408,146.89781013599168,146.12739736535104,0,0,0,0,0,3,0.375,8,1.0096952523074743,1,0,1,1,1,0,0,0
1392993000,149.47036637,149.79443893,148.9113412,148.98425753,148.01292903412326,147.0874871718106,146.23943109729805,0,0,0,0,0,2,0.25,8,0.9809838365573377,1,0,0,1,0,0,0,0
1393252200,149.30022827,150.81526749,149.23541376,149.81064255,148.3724717372986,147.33504675164602,146.37947860524716,0,0,0,0,0,4,0.5,8,0.9931899418123792,1,0,0,0,0,0,0,0
1393338600,149.90786432,150.36156591,149.2597192,149.75392986,148.6487633618389,147.55494521604183,146.51181002700218,0,0,0,0,0,2,0.25,8,0.9751521696548286,1,0,0,0,0,0,0,0
1393425000,149.97267883,150.36966772,149.34073734,149.76203167,148.8714170234711,147.75558943912893,146.6392696992766,0,0,0,0,0,4,0.5,8,0.9545239970316033,1,0,0,1,0,0,0,0
1393511400,149.55138451,150.5884167,149.3731446,150.54790763,149.2067151447769,148.00943654738992,146.7925496181285,0,0,0,0,0,4,0.5,8,0.9393763900334813,1,0,0,0,0,0,0,0
1393597800,150.52360219,151.62544889,149.92406795,150.92869289,149.55111069382153,148.2748234876272,146.95475131506464,0,0,0,0,0,1,0.125,8,0.9505969841472678,1,0,0,0,0,0,0,0
1393857000,149.63240265,150.24814051,148.87083213,149.86735525,149.61435960505722,148.41959910238836,147.06897107721898,0,0,0,0,0,0,0,8,0.9870284274375274,1,0,0,1,0,0,0,0
1393943400,151.30137633,152.29789945,151.30137633,151.97382689,150.08625306204578,148.74271071944398,147.2613183639947,0,0,0,0,0,2,0.25,8,1.0180596243927036,1,0,1,0,0,0,0,0
1394029800,152.08725229,152.37081578,151.86850331,152.11155773,150.49131399563663,149.04896953858542,147.45152382932824,0,0,0,0,0,2,0.25,8,0.9680727094266338,1,0,0,0,0,0,0,0
1394116200,152.48424117,152.80831373,152.1355391,152.45993573,150.88503834250932,149.35905737416857,147.6479321391585,0,0,0,0,0,0,0,8,0.9295140918022627,1,0,0,0,0,0,0,0
1394202600,153.0189609,153.09187722,151.85229968,152.52475024,151.21298072200744,149.6468476346987,147.83917990781896,0,0,0,0,0,0,0,8,0.9208038667064241,1,0,0,0,0,0,0,0
1394458200,152.26549219,152.5004448,151.56873619,152.4437321,151.45913099760597,149.901109858817,148.01975058202214,0,0,0,0,0,2,0.25,8,0.9002812830835708,1,0,0,0,0,0,0,0
1394544600,152.67058289,152.88933187,151.3418854,151.6902634,151.50535747808476,150.06376018074272,148.16369226115853,0,0,0,0,0,-1,0.125,8,0.9129947278613868,1,0,0,1,0,0,0,0
1394631000,150.95299833,151.78748517,150.61272214,151.73077247,151.5504404764678,150.21530675249338,148.30357775954448,0,0,0,0,0,3,0.375,8,0.9028574623876582,1,0,0,1,0,0,0,0
1394717400,152.18447405,152.30600126,149.6080972,150.02939153,151.24623068717423,150.19840536863035,148.3712567309349,0,0,0,0,0,-1,0.125,8,0.976321452591092,0,0,0,1,0,0,0,0
1394803800,149.7215226,150.531704,149.4298573,149.6080972,150.91860398973938,150.14474098966394,148.41976027874136,0,0,0,0,0,0,0,8,0.961743468821635,0,0,0,1,0,0,0,0
1395063000,150.36156591,151.31757996,150.29675139,150.96110014,150.92710321979152,150.21895545787632,148.5194206654574,0,0,0,0,0,3,0.375,8,0.9659291645571977,1,0,0,1,0,0,0,0
1395149400,151.26896907,152.24118675,151.10693279,152.0386414,151.14941085583322,150.38438145261483,148.65742932171398,0,0,0,0,0,6,0.75,8,0.9507165526996519,1,0,0,1,0,0,0,0
1395235800,152.07104866,152.26549219,150.26434414,151.22846,151.1652206846666,150.46111586601347,148.7582540541958,0,0,0,0,0,-2,0.25,8,0.9820564077008798,1,0,0,1,0,0,0,0
1395322200,150.89628563,152.22498312,150.62892577,152.10912718,151.35400198373327,150.61093507637588,148.889660843443,0,0,0,0,0,1,0.125,8,0.9815787191544171,1,0,0,1,0,0,0,0
1395408600,152.7581861,153.81924192,151.38293927,151.52127771,151.38745712898663,150.69369349761445,148.99286150487663,0,0,0,0,0,-1,0.125,8,1.029851746139729,1,0,1,1,1,0,0,0
1395667800,152.02580613,152.22924501,150.23554399,150.89468596,151.2889028951893,150.7119655396495,149.06744285605794,0,0,0,0,0,-1,0.125,8,1.054637150869372,1,0,1,1,1,0,0,0
1395754200,151.65961615,152.12345679,150.76448508,151.61079082,151.35328048015143,150.79367692877227,149.16718199189881,0,0,0,0,0,5,0.625,8,1.0387057548307173,1,0,1,1,1,0,0,0
1395840600,152.19669479,152.448959,150.47967064,150.52035842,151.18669606812114,150.76882979161115,149.2202477341773,0,0,0,0,0,0,0,8,1.0649512661590068,0,0,1,1,1,0,0,0
1395927000,150.35760732,150.82144796,149.64964001,150.20299377,150.9899556084969,150.71739015328288,149.25878679440564,0,0,0,0,0,0,0,8,1.0466977014726249,1,0,1,1,1,0,0,0
1396013400,150.63021542,151.70030392,150.54477109,150.94351129,150.98066674479753,150.73794662025716,149.32485442168385,0,0,0,0,0,0,0,8,1.0380201481558584,1,0,1,1,1,0,0,0
1396272600,151.88746769,152.41640878,150.96922597,152.18041968,151.220617331838,150.86908053477924,149.43683737299037,0,0,0,0,0,3,0.375,8,1.0251746066441259,1,0,1,1,1,0,0,0
1396359000,152.67681055,153.27898963,152.17350276,153.18947652,151.6143891694704,151.08002562434476,149.58399969248094,0,0,0,0,0,4,0.5,8,0.9972235785016517,1,0,0,1,0,0,0,0
1396445400,153.3929154,153.90558138,153.09996342,153.7021425,152.0319398355763,151.31839988576797,149.74549548885423,0,0,0,0,0,4,0.5,8,0.9603434538669955,1,0,0,0,0,0,0,0
1396531800,153.9381316,153.97881938,153.02672542,153.49870362,152.32529259246104,151.5166093161527,149.8926801214482,0,0,0,0,0,-2,0.25,8,0.9372337874795802,1,0,0,1,0,0,0,0
1396618200,154.3205967,154.36942203,151.43990216,151.68402881,152.19703983596884,151.53182927013881,149.9629290896267,0,0,0,0,0,-1,0.125,8,1.0186524070282648,1,0,1,1,1,0,0,0
1396877400,151.27715105,151.57010304,149.69846535,150.00769244,151.75917035677506,151.39327137648982,149.96468451513152,0,0,0,0,0,-1,0.125,8,1.0510076534901285,0,0,1,1,1,0,0,0
1396963800,149.90190423,150.87027329,149.3973758,150.62614664,151.53256561342005,151.32353276408165,149.99062420630284,0,0,0,0,0,4,0.5,8,1.0417750099851901,1,0,1,1,1,0,0,0
1397050200,151.0330244,152.29434545,150.59359642,152.24552012,151.67515651473605,151.40734979643787,150.07905149703606,0,0,0,0,0,6,0.75,8,1.0368665981656195,1,0,1,1,1,0,0,0
1397136600,152.24552012,152.31062056,148.86029716,149.04339215,151.14880364178885,151.1924445558526,150.03843740499542,0,0,0,0,0,0,0,8,1.148845760546586,1,0,1,1,1,0,0,0
1397223000,148.24184297,149.25903737,147.54201322,147.70476432,150.4599957774311,150.87538271622964,149.94692081342697,0,0,0,0,0,-4,0.5,8,1.1594870762997307,1,0,1,0,0,0,0,0
1397482200,148.86029716,149.21834959,147.64780144,148.86851609,150.14169983994486,150.6929402956633,149.9046304321161,0,0,0,0,0,2,0.25,8,1.14360636917405,0,0,1,1,1,0,0,0
1397568600,149.17766181,149.99955489,147.70476432,149.89376667,150.09211320595588,150.62028814787573,149.9042044022292,0,0,0,0,0,4,0.5,8,1.1640100149765698,0,0,1,1,1,0,0,0
1397655000,150.92723618,151.47245238,150.25995665,151.46024605,150.3657397747647,150.69664795715974,149.96522564331823,0,0,0,0,0,6,0.75,8,1.1441383026214011,0,0,1,1,1,0,0,0
1397741400,151.26087594,152.09904413,151.00047418,151.67589126,150.62777007181177,150.78567007559977,150.03231056946262,0,0,0,0,0,3,0.375,8,1.1126384924019457,1,0,1,1,1,0,0,0
1398087000,151.71657903,152.25365768,151.52941526,152.20483235,150.9431825274494,150.91468482781798,150.1175075020327,0,0,0,0,0,5,0.625,8,1.0635620160284902,1,0,1,1,1,0,0,0
1398173400,152.35944589,153.31153985,152.27807034,152.89652454,151.33385092995954,151.09485207438,150.22648856234514,0,0,0,0,0,4,0.5,8,1.0348274873803265,1,0,1,1,1,0,0,0
