Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
73,Exit long,2019-11-04,TARGET,279.24,1,272.64,6.6,2.42,0,6.6,2.42,-1.89,-0.69,17.48,0.02,9
73,Entry long,2019-10-22,V3 LONG,272.64,1,272.64,6.6,2.42,0,6.6,2.42,-1.89,-0.69,17.48,0.02,9
74,Exit long,2020-06-03,TARGET,284.45,1,269.88,14.57,5.40,0,14.57,5.40,-2.2,-0.82,32.05,0.03,10
74,Entry long,2020-05-19,V3 LONG,269.88,1,269.88,14.57,5.40,0,14.57,5.40,-2.2,-0.82,32.05,0.03,10
75,Exit long,2020-06-16,STOP,282.6,1,289.25,-6.65,-2.30,0,0.15,0.05,-6.65,-2.30,25.4,0.03,0
75,Entry long,2020-06-16,V3 LONG,289.25,1,289.25,-6.65,-2.30,0,0.15,0.05,-6.65,-2.30,25.4,0.03,0
76,Exit long,2020-06-24,STOP,279.39,1,285.33,-5.94,-2.08,0,0.62,0.22,-5.94,-2.08,19.46,0.02,0
76,Entry long,2020-06-24,V3 LONG,285.33,1,285.33,-5.94,-2.08,0,0.62,0.22,-5.94,-2.08,19.46,0.02,0
77,Exit long,2020-07-15,TARGET,297.35,1,285.08,12.27,4.30,0,12.27,4.30,-0.46,-0.16,31.73,0.03,9
77,Entry long,2020-07-01,V3 LONG,285.08,1,285.08,12.27,4.30,0,12.27,4.30,-0.46,-0.16,31.73,0.03,9
78,Exit short,2020-08-03,STOP,302.35,1,296.19,-6.16,-2.08,0,1.83,0.62,-6.16,-2.08,25.57,0.03,5
78,Entry short,2020-07-27,V3 SHORT,296.19,1,296.19,-6.16,-2.08,0,1.83,0.62,-6.16,-2.08,25.57,0.03,5
79,Exit short,2020-09-04,TARGET,310.74,1,318.75,8.01,2.51,0,8.01,2.51,-1.57,-0.49,33.58,0.03,0
79,Entry short,2020-09-04,V3 SHORT,318.75,1,318.75,8.01,2.51,0,8.01,2.51,-1.57,-0.49,33.58,0.03,0
80,Exit long,2020-09-17,STOP,307.18,1,314.14,-6.96,-2.22,0,1.79,0.57,-6.96,-2.22,26.62,0.03,2
80,Entry long,2020-09-15,V3 LONG,314.14,1,314.14,-6.96,-2.22,0,1.79,0.57,-6.96,-2.22,26.62,0.03,2
81,Exit long,2020-10-26,STOP,314.04,1,319.5,-5.46,-1.71,0,7.82,2.45,-5.46,-1.71,21.16,0.02,11
81,Entry long,2020-10-09,V3 LONG,319.5,1,319.5,-5.46,-1.71,0,7.82,2.45,-5.46,-1.71,21.16,0.02,11
82,Exit long,2020-11-09,TARGET,336.52,1,322.9,13.62,4.22,0,13.62,4.22,-1.47,-0.46,34.78,0.03,2
82,Entry long,2020-11-05,V3 LONG,322.9,1,322.9,13.62,4.22,0,13.62,4.22,-1.47,-0.46,34.78,0.03,2
83,Exit short,2020-12-16,STOP,341.95,1,337.82,-4.13,-1.22,0,1.95,0.58,-4.13,-1.22,30.65,0.03,4
83,Entry short,2020-12-10,V3 SHORT,337.82,1,337.82,-4.13,-1.22,0,1.95,0.58,-4.13,-1.22,30.65,0.03,4
84,Exit long,2021-02-23,STOP,355.56,1,360.46,-4.9,-1.36,0,5.54,1.54,-4.9,-1.36,25.75,0.03,11
84,Entry long,2021-02-05,V3 LONG,360.46,1,360.46,-4.9,-1.36,0,5.54,1.54,-4.9,-1.36,25.75,0.03,11
85,Exit long,2021-02-25,STOP,358.19,1,362.51,-4.32,-1.19,0,1.36,0.38,-4.32,-1.19,21.43,0.02,0
85,Entry long,2021-02-25,V3 LONG,362.51,1,362.51,-4.32,-1.19,0,1.36,0.38,-4.32,-1.19,21.43,0.02,0
86,Exit long,2021-03-25,STOP,358.26,1,364.2,-5.94,-1.63,0,5.47,1.50,-5.94,-1.63,15.49,0.02,10
86,Entry long,2021-03-11,V3 LONG,364.2,1,364.2,-5.94,-1.63,0,5.47,1.50,-5.94,-1.63,15.49,0.02,10
87,Exit long,2021-04-05,TARGET,377.98,1,367.41,10.57,2.88,0,10.57,2.88,-1.48,-0.40,26.06,0.03,4
87,Entry long,2021-03-29,V3 LONG,367.41,1,367.41,10.57,2.88,0,10.57,2.88,-1.48,-0.40,26.06,0.03,4
88,Exit long,2021-05-19,STOP,379.08,1,386.97,-7.89,-2.04,0,0.93,0.24,-7.89,-2.04,18.17,0.02,2
88,Entry long,2021-05-17,V3 LONG,386.97,1,386.97,-7.89,-2.04,0,0.93,0.24,-7.89,-2.04,18.17,0.02,2
89,Exit long,2021-07-01,TARGET,400.85,1,391.57,9.28,2.37,0,9.28,2.37,-3.98,-1.02,27.45,0.03,26
89,Entry long,2021-05-25,V3 LONG,391.57,1,391.57,9.28,2.37,0,9.28,2.37,-3.98,-1.02,27.45,0.03,26
90,Exit long,2021-10-04,STOP,401.1,1,405.99,-4.89,-1.20,0,0.9,0.22,-4.89,-1.20,22.56,0.02,0
90,Entry long,2021-10-04,V3 LONG,405.99,1,405.99,-4.89,-1.20,0,0.9,0.22,-4.89,-1.20,22.56,0.02,0
91,Exit long,2021-12-14,STOP,433.29,1,439.46,-6.17,-1.40,0,2.06,0.47,-6.17,-1.40,16.39,0.02,4
91,Entry long,2021-12-08,V3 LONG,439.46,1,439.46,-6.17,-1.40,0,2.06,0.47,-6.17,-1.40,16.39,0.02,4
92,Exit short,2021-12-22,STOP,437.67,1,431.51,-6.16,-1.43,0,2.16,0.50,-6.16,-1.43,10.23,0.01,1
92,Entry short,2021-12-21,V3 SHORT,431.51,1,431.51,-6.16,-1.43,0,2.16,0.50,-6.16,-1.43,10.23,0.01,1
93,Exit long,2022-01-06,STOP,438.13,1,444.17,-6.04,-1.36,0,7.45,1.68,-6.04,-1.36,4.19,0.00,8
93,Entry long,2021-12-27,V3 LONG,444.17,1,444.17,-6.04,-1.36,0,7.45,1.68,-6.04,-1.36,4.19,0.00,8
94,Exit long,2022-02-11,STOP,415.06,1,424.05,-8.99,-2.12,0,7,1.65,-8.99,-2.12,-4.8,0.00,8
94,Entry long,2022-02-01,V3 LONG,424.05,1,424.05,-8.99,-2.12,0,7,1.65,-8.99,-2.12,-4.8,0.00,8
