Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
1,Exit short,2000-07-07,STOP,93.16,1,91.54,-1.62,-1.77,0,1.17,1.28,-1.62,-1.77,-1.62,0.00,8
1,Entry short,2000-06-26,V1 SHORT,91.54,1,91.54,-1.62,-1.77,0,1.17,1.28,-1.62,-1.77,-1.62,0.00,8
2,Exit short,2001-04-10,STOP,74.45,1,72.36,-2.09,-2.89,0,2.97,4.10,-2.09,-2.89,-3.71,0.00,5
2,Entry short,2001-04-03,V1 SHORT,72.36,1,72.36,-2.09,-2.89,0,2.97,4.10,-2.09,-2.89,-3.71,0.00,5
3,Exit long,2002-01-09,STOP,74.15,1,75.14,-0.99,-1.32,0,0.52,0.69,-0.99,-1.32,-4.7,0.00,3
3,Entry long,2002-01-04,V1 LONG,75.14,1,75.14,-0.99,-1.32,0,0.52,0.69,-0.99,-1.32,-4.7,0.00,3
4,Exit long,2003-04-16,STOP,57.61,1,58.81,-1.2,-2.04,0,0.1,0.17,-1.2,-2.04,-5.9,-0.01,0
4,Entry long,2003-04-16,V1 LONG,58.81,1,58.81,-1.2,-2.04,0,0.1,0.17,-1.2,-2.04,-5.9,-0.01,0
5,Exit long,2004-01-02,TARGET,73.98,1,72.36,1.62,2.24,0,1.62,2.24,-0.47,-0.65,-4.28,0.00,8
5,Entry long,2003-12-19,V1 LONG,72.36,1,72.36,1.62,2.24,0,1.62,2.24,-0.47,-0.65,-4.28,0.00,8
6,Exit long,2004-01-13,STOP,74.31,1,74.98,-0.67,-0.89,0,0.17,0.23,-0.67,-0.89,-4.95,0.00,3
6,Entry long,2004-01-08,V1 LONG,74.98,1,74.98,-0.67,-0.89,0,0.17,0.23,-0.67,-0.89,-4.95,0.00,3
7,Exit long,2004-04-29,STOP,74.16,1,75.07,-0.91,-1.21,0,1.61,2.14,-0.91,-1.21,-5.86,-0.01,20
7,Entry long,2004-03-31,V1 LONG,75.07,1,75.07,-0.91,-1.21,0,1.61,2.14,-0.91,-1.21,-5.86,-0.01,20
8,Exit long,2004-07-15,STOP,73.82,1,74.77,-0.95,-1.27,0,1.87,2.50,-0.95,-1.27,-6.81,-0.01,32
8,Entry long,2004-05-27,V1 LONG,74.77,1,74.77,-0.95,-1.27,0,1.87,2.50,-0.95,-1.27,-6.81,-0.01,32
9,Exit long,2004-09-22,STOP,74.84,1,75.55,-0.71,-0.94,0,0.43,0.57,-0.71,-0.94,-7.52,-0.01,6
9,Entry long,2004-09-14,V1 LONG,75.55,1,75.55,-0.71,-0.94,0,0.43,0.57,-0.71,-0.94,-7.52,-0.01,6
10,Exit long,2004-10-19,STOP,74.28,1,75.01,-0.73,-0.97,0,0.14,0.19,-0.73,-0.97,-8.25,-0.01,0
10,Entry long,2004-10-19,V1 LONG,75.01,1,75.01,-0.73,-0.97,0,0.14,0.19,-0.73,-0.97,-8.25,-0.01,0
11,Exit long,2004-12-01,TARGET,80.06,1,78.38,1.68,2.14,0,1.68,2.14,-0.38,-0.48,-6.57,-0.01,17
11,Entry long,2004-11-05,V1 LONG,78.38,1,78.38,1.68,2.14,0,1.68,2.14,-0.38,-0.48,-6.57,-0.01,17
12,Exit long,2005-01-04,STOP,80.5,1,81.23,-0.73,-0.90,0,0.93,1.14,-0.73,-0.90,-7.3,-0.01,8
12,Entry long,2004-12-22,V1 LONG,81.23,1,81.23,-0.73,-0.90,0,0.93,1.14,-0.73,-0.90,-7.3,-0.01,8
13,Exit long,2005-02-22,STOP,80.75,1,81.44,-0.69,-0.85,0,0.52,0.64,-0.69,-0.85,-7.99,-0.01,5
13,Entry long,2005-02-14,V1 LONG,81.44,1,81.44,-0.69,-0.85,0,0.52,0.64,-0.69,-0.85,-7.99,-0.01,5
14,Exit long,2005-04-13,STOP,79.51,1,80.31,-0.8,-1.00,0,0.17,0.21,-0.8,-1.00,-8.79,-0.01,0
14,Entry long,2005-04-13,V1 LONG,80.31,1,80.31,-0.8,-1.00,0,0.17,0.21,-0.8,-1.00,-8.79,-0.01,0
15,Exit long,2005-04-20,STOP,77.3,1,78.17,-0.87,-1.11,0,0.16,0.20,-0.87,-1.11,-9.66,-0.01,0
15,Entry long,2005-04-20,V1 LONG,78.17,1,78.17,-0.87,-1.11,0,0.16,0.20,-0.87,-1.11,-9.66,-0.01,0
16,Exit long,2005-06-17,TARGET,82.66,1,80.62,2.04,2.53,0,2.04,2.53,-0.21,-0.26,-7.62,-0.01,20
16,Entry long,2005-05-19,V1 LONG,80.62,1,80.62,2.04,2.53,0,2.04,2.53,-0.21,-0.26,-7.62,-0.01,20
17,Exit long,2005-08-05,STOP,83.92,1,84.62,-0.7,-0.83,0,0.22,0.26,-0.7,-0.83,-8.32,-0.01,5
17,Entry long,2005-07-29,V1 LONG,84.62,1,84.62,-0.7,-0.83,0,0.22,0.26,-0.7,-0.83,-8.32,-0.01,5
18,Exit long,2005-08-16,STOP,83.32,1,84.04,-0.72,-0.86,0,0.21,0.25,-0.72,-0.86,-9.04,-0.01,2
18,Entry long,2005-08-12,V1 LONG,84.04,1,84.04,-0.72,-0.86,0,0.21,0.25,-0.72,-0.86,-9.04,-0.01,2
19,Exit long,2006-01-11,TARGET,88.87,1,87.32,1.55,1.78,0,1.55,1.78,-0.2,-0.23,-7.49,-0.01,4
19,Entry long,2006-01-05,V1 LONG,87.32,1,87.32,1.55,1.78,0,1.55,1.78,-0.2,-0.23,-7.49,-0.01,4
20,Exit long,2006-04-11,STOP,88.51,1,89.37,-0.86,-0.96,0,1.21,1.35,-0.86,-0.96,-8.35,-0.01,19
20,Entry long,2006-03-15,V1 LONG,89.37,1,89.37,-0.86,-0.96,0,1.21,1.35,-0.86,-0.96,-8.35,-0.01,19
21,Exit long,2006-05-12,STOP,89.27,1,90.12,-0.85,-0.94,0,1.43,1.59,-0.85,-0.94,-9.2,-0.01,17
21,Entry long,2006-04-19,V1 LONG,90.12,1,90.12,-0.85,-0.94,0,1.43,1.59,-0.85,-0.94,-9.2,-0.01,17
22,Exit long,2006-05-30,STOP,87.22,1,88.22,-1,-1.13,0,0.02,0.02,-1,-1.13,-10.2,-0.01,0
22,Entry long,2006-05-30,V1 LONG,88.22,1,88.22,-1,-1.13,0,0.02,0.02,-1,-1.13,-10.2,-0.01,0
23,Exit long,2006-07-14,STOP,85.46,1,86.69,-1.23,-1.42,0,1.95,2.25,-1.23,-1.42,-11.43,-0.01,19
23,Entry long,2006-06-16,V1 LONG,86.69,1,86.69,-1.23,-1.42,0,1.95,2.25,-1.23,-1.42,-11.43,-0.01,19
24,Exit long,2006-07-21,STOP,86.28,1,87.33,-1.05,-1.20,0,0.12,0.14,-1.05,-1.20,-12.48,-0.01,1
24,Entry long,2006-07-20,V1 LONG,87.33,1,87.33,-1.05,-1.20,0,0.12,0.14,-1.05,-1.20,-12.48,-0.01,1
25,Exit long,2006-09-15,TARGET,92.02,1,89.72,2.3,2.56,0,2.3,2.56,-0.27,-0.30,-10.18,-0.01,20
25,Entry long,2006-08-17,V1 LONG,89.72,1,89.72,2.3,2.56,0,2.3,2.56,-0.27,-0.30,-10.18,-0.01,20
26,Exit long,2006-10-27,STOP,95.76,1,96.43,-0.67,-0.69,0,0.24,0.25,-0.67,-0.69,-10.85,-0.01,1
26,Entry long,2006-10-26,V1 LONG,96.43,1,96.43,-0.67,-0.69,0,0.24,0.25,-0.67,-0.69,-10.85,-0.01,1
27,Exit long,2006-12-01,STOP,96.91,1,97.67,-0.76,-0.78,0,0.43,0.44,-0.76,-0.78,-11.61,-0.01,1
27,Entry long,2006-11-30,V1 LONG,97.67,1,97.67,-0.76,-0.78,0,0.43,0.44,-0.76,-0.78,-11.61,-0.01,1
28,Exit long,2007-01-25,STOP,99.84,1,100.59,-0.75,-0.75,0,0.06,0.06,-0.75,-0.75,-12.36,-0.01,0
28,Entry long,2007-01-25,V1 LONG,100.59,1,100.59,-0.75,-0.75,0,0.06,0.06,-0.75,-0.75,-12.36,-0.01,0
29,Exit long,2007-02-20,STOP,101.1,1,101.87,-0.77,-0.76,0,0.37,0.36,-0.77,-0.76,-13.13,-0.01,2
29,Entry long,2007-02-15,V1 LONG,101.87,1,101.87,-0.77,-0.76,0,0.37,0.36,-0.77,-0.76,-13.13,-0.01,2
