time,open,high,low,close,Session VWAP,EMA 9,EMA 20,Long Fast-Alpha Signal,Short Fast-Alpha Signal,ACCEPT_STATE_DIR,EMA50,S_9_20_50,ORDERED_9_20_50,EXPANDING_9_20_50,ALIGNED_EXP_COUNT_9_20_50,SHOCK_RATIO,RECENT_SHOCK,S_10_22_55,ORDERED_10_22_55,Volume
1787579100,762.18,763.59,762.08,763.11,763.2313726200094,764.2387382362822,764.9977101108893,0,1,-1,765.4237742178921,1.6790726472032744,-1,1,3,2.3450695176968623,6.0804430385550905,1.5377492326778757,-1,140398
1787579400,763.11,763.53,762.74,763.5,763.2354256480896,764.0909905890258,764.8550710527094,0,0,0,765.3483320917002,1.7664632265059699,-1,1,4,1.1193477766713205,2.7204466842558475,1.6464360935417786,-1,77474
1787579700,763.46,763.66,763.24,763.41,763.2545486807159,763.9547924712206,764.7174452381656,0,0,0,765.2723190684962,1.9068529747208567,-1,1,5,0.5900660668198335,2.7204466842558475,1.8030176972507714,-1,50769
1787580000,763.42,763.945,762.8,762.94,763.2507638125957,763.7518339769765,764.5481647392927,0,0,0,765.180855575614,1.9754905019464009,-1,1,6,1.6571556586183507,2.3450695176968623,1.8864966809723451,-1,90151
1787580300,762.98,763.2,762.62,762.9,763.2341933494815,763.5814671815812,764.3911966688838,0,0,0,765.0914102589232,2.117332895767058,-1,1,7,0.8017964824474494,1.6571556586183507,2.04085909119581,-1,31591
1787580600,762.91,763,762.5,762.98,763.2106727162605,763.4611737452649,764.2567969861329,0,1,-1,765.0086098566126,2.21724122331145,-1,1,8,0.7011300384561994,1.6571556586183507,2.1576906238032523,-1,40181
1787580900,762.98,763.06,762.65,762.85,763.1974681688507,763.3389389962119,764.1228163207869,0,0,-1,764.9239584896866,2.3400456636871394,-1,1,9,0.587467808778164,1.6571556586183507,2.295589952752092,-1,26713
1787581200,762.89,763.5,762.8,762.87,763.1828646022539,763.2451511969696,764.003500480712,0,0,-1,764.8434110979342,2.3539695335396553,-1,1,10,1.0334459426680265,1.0334459426680265,2.3279203727904982,-1,83654
1787581500,762.87,763.14,762.67,762.94,763.1671257654888,763.1841209575757,763.9022147206442,0,0,-1,764.7687675254662,2.3863802945610573,-1,1,11,0.6922313949664518,1.0334459426680265,2.3798829484928516,-1,50684
1787581800,762.92,763.75,762.78,763.62,763.179721003718,763.2712967660606,763.8753371282019,0,0,0,764.7237178185851,2.1175646664810928,-1,0,0,1.4607603566805718,1.4607603566805718,2.143965384497637,-1,53028
1787582100,763.61,763.88,763.57,763.7,763.1962654438634,763.3570374128485,763.8586383540874,0,0,0,764.6835720217779,2.012820299791239,-1,0,0,0.45196607792762444,1.4607603566805718,2.067637699884014,-1,28939
1787582400,763.7,764.11,763.51,763.72,763.2132520483627,763.4296299302788,763.8454347013171,0,0,1,764.645784883669,1.8572201808306548,-1,0,0,0.9104113618637573,1.4607603566805718,1.933015798755567,-1,28150
1787582700,763.7,763.86,763.47,763.86,763.2229783348464,763.515703944223,763.8468218726202,0,0,1,764.6149697901917,1.728651933754742,-1,0,0,0.5955786049341947,1.4607603566805718,1.8252355606747819,-1,18557
1787583000,763.87,763.92,763.41,763.63,763.232792371998,763.5385631553784,763.826172170466,0,0,1,764.5763435239097,1.6553744533281862,-1,0,0,0.802001162364861,0.9104113618637573,1.760728736169486,-1,23008
1787583300,763.63,763.96,763.52,763.655,763.2482351439381,763.5618505243027,763.809870058993,0,0,1,764.5402124053251,1.5945538497683307,-1,0,0,0.701848658493383,0.9104113618637573,1.7082982573092502,-1,33620
1787583600,763.65,763.8,763.02,763.06,763.2494317035154,763.4614804194422,763.7384538628985,0,0,0,764.4821648600182,1.6319125742159126,-1,0,0,1.2712596708281194,1.2712596708281194,1.7337035902321922,-1,28415
1787583900,763.06,763.08,762.78,762.99,763.2394369535656,763.3671843355537,763.6671725426224,0,0,0,764.4236485909979,1.7543229447980417,-1,1,1,0.4796524300777976,1.2712596708281194,1.8533436922745692,-1,36982
1787584200,762.99,763.17,762.7,762.72,763.227532772395,763.237747468443,763.5769656338013,0,0,-1,764.3568388423313,1.887923945098357,-1,1,2,0.7804634939667098,1.2712596708281194,1.9794449077002576,-1,36214
1787584500,762.74,762.805,762.65,762.68,763.2169160155203,763.1261979747544,763.491540335344,0,0,-1,764.2910804563575,2.0746118861634817,-1,1,3,0.2614873265204912,1.2712596708281194,2.166953707193746,-1,24042
1787584800,762.68,763.19,762.37,763.15,763.2043118218436,763.1309583798035,763.4590126843589,0,1,-1,764.246332203167,1.9231946863440839,-1,1,4,1.4603891581518762,1.4603891581518762,2.024963271955743,-1,48921
1787585100,763.15,764,763.05,763.76,763.2346082911581,763.2567667038428,763.4876781429914,0,0,0,764.2272603520623,1.6004436688274117,-1,0,0,1.6380471853978262,1.6380471853978262,1.7220660338087825,-1,100005
1787585400,763.74,764,763.4,763.86,763.2536732795663,763.3774133630742,763.5231373674684,0,0,0,764.2128579853148,1.378771819480273,-1,0,0,0.9894616034408771,1.6380471853978262,1.5185961168054294,-1,50256
1787585700,763.84,764.15,763.7,764.03,763.2733813690824,763.5079306904594,763.571409999138,0,0,1,764.2056870839299,1.1731024438423663,-1,0,0,0.742655230818308,1.6380471853978262,1.330650792031502,-1,39248
1787586000,764.04,764.44,764.03,764.27,763.3074531050122,763.6603445523675,763.6379423801725,0,0,1,764.2082091590698,0.9420018746132454,0,0,0,0.6893122105025783,1.6380471853978262,1.1171312765183323,-1,51028
1787586300,764.27,764.71,764.27,764.29,763.3372906062915,763.786275641894,763.7000431058703,0,0,1,764.2114166430279,0.7439270864455916,0,0,0,0.7565387866989671,0.9894616034408771,0.9287182424663136,0,40047
1787586600,764.29,764.61,764.285,764.325,763.3575259718625,763.8940205135152,763.7595628100731,0,0,1,764.2158708923209,0.5810871943962727,0,0,0,0.5686967440214731,0.7565387866989671,0.7733144116432115,0,28887
1787586900,764.3,764.53,764.18,764.525,763.393835738807,764.0202164108122,763.8324615900661,0,0,1,764.227993602426,0.38526226467124774,0,0,0,0.6319101403372149,0.7565387866989671,0.5850190587845688,0,54459
1787587200,764.525,765.12,764.43,764.95,763.4664028077999,764.2061731286498,763.9388938195837,0,0,1,764.2563075788014,0.09114079514638024,0,0,0,1.2794039642103998,1.2794039642103998,0.29516197336600264,0,83934
1787587500,764.95,764.98,764.465,764.465,763.4839887883397,764.2579385029198,763.9889991700995,1,0,1,764.264491595319,0.011967556768827907,0,0,0,0.9362326575522876,1.2794039642103998,0.20333585034036014,0,25402
1787587800,764.47,764.66,764.44,764.65,763.4939540282847,764.3363508023359,764.05195163009,0,0,1,764.2796095719732,0.10824895123039063,0,1,0,0.40177405242825315,1.2794039642103998,0.08267338730549605,0,15463
1787588100,764.65,765.16,764.62,765.07,763.5336333121393,764.4830806418687,764.1489086177005,0,0,1,764.310605275033,0.3283344161724456,0,1,0,1.030193270232905,1.2794039642103998,0.13699438166319688,0,47789
1787588400,765.04,765.23,764.79,764.87,763.5681921223055,764.5604645134949,764.2175839874433,0,0,1,764.3325423230709,0.43897812671819636,0,1,0,0.8376102962780688,1.030193270232905,0.25662397882987414,0,43439
1787588700,764.87,765,764.8,764.9,763.5841457405785,764.628371610796,764.2825759886391,0,0,1,764.3547955653034,0.5511090080226438,0,1,0,0.3851999894364409,1.030193270232905,0.3728893340876107,0,21788
1787589000,764.909,764.98,764.505,764.56,763.603641750497,764.6146972886368,764.3089973230544,0,0,1,764.3628427980367,0.5089195512412639,0,1,0,0.9568702491458713,1.030193270232905,0.35391844109378817,0,32894
1787589300,764.58,764.71,764.335,764.35,763.616075638404,764.5617578309094,764.3129023399064,0,0,1,764.362339158898,0.4100583093204741,0,0,0,0.7577583042524602,0.9568702491458713,0.2785654524817211,0,27122
1787589600,764.35,764.41,764.19,764.31,763.6262384865371,764.5114062647275,764.312625926582,0,0,1,764.3602866428628,0.32339224037389724,0,0,0,0.4523790432486886,0.9568702491458713,0.20852909514626536,0,28201
1787589900,764.32,764.39,764.15,764.35,763.6361772798092,764.479125011782,764.3161853621456,0,0,1,764.3598832451034,0.2643591251962768,0,0,0,0.513594043791453,0.9568702491458713,0.1610749554760539,0,28697
1787590200,764.38,764.46,764.14,764.21,763.643537128584,764.4253000094257,764.3060724705126,0,0,1,764.3540054707856,0.16141001456142168,0,0,0,0.7094403447649951,0.7577583042524602,0.07283161161725392,0,22742
1787590500,764.2,764.33,764.13,764.18,763.6507689656592,764.3762400075406,764.2940655685591,0,0,1,764.3471817268332,0.06846357179840025,0,0,0,0.452797697103992,0.7094403447649951,0.010280415920986578,0,25177
1787590800,764.2,764.21,763.88,764.01,763.6550617874094,764.3029920060325,764.2670117048867,1,0,1,764.3339589140163,0.07413869175202685,0,0,0,0.7775056935073659,0.7775056935073659,0.13884921231704014,0,22512
1787591100,764.01,764.64,763.97,764.45,763.6645736551498,764.3323936048259,764.2844391615641,0,0,1,764.3385095448392,0.014036685826347383,0,0,0,1.604064684138916,1.604064684138916,0.08181418146236347,0,27706
1787591400,764.45,764.77,764.33,764.53,763.6939419704149,764.3719148838608,764.3078259080818,0,0,1,764.3460189744534,0.05939190886718118,0,0,0,1.009843417395789,1.604064684138916,0.013979997775090458,0,70324
1787591700,764.51,764.6,764.05,764.21,763.7028448059166,764.3395319070886,764.2985091549311,0,0,1,764.3406848970238,0.0025958941439606278,0,0,0,1.2614173676265021,1.604064684138916,0.06640402481185236,0,32088
1787592000,764.13,764.16,763.5,763.55,763.7040437449601,764.1816255256708,764.2272225687473,0,0,0,764.3096776461601,0.2764822489251164,-1,1,1,1.5985263928916045,1.604064684138916,0.31132929384013974,-1,78513
1787592300,763.56,763.72,763.34,763.39,763.700500957365,764.0233004205367,764.1474870860094,0,0,0,764.2736118561146,0.5474775455776317,-1,1,2,0.8204725871783582,1.5985263928916045,0.5623770635777212,-1,36132
1787592600,763.39,763.55,763.27,763.31,763.696330362721,763.8806403364293,764.0677264111514,0,0,-1,764.2358231558748,0.7989700931884768,-1,1,3,0.6124119435765433,1.5985263928916045,0.8013512978667391,-1,29368
1787592900,763.3,763.39,763.15,763.38,763.6934169366684,763.7805122691435,764.0022286577084,0,1,-1,764.2022614634875,0.9809488240796085,-1,1,4,0.5398707703954956,1.5985263928916045,0.9813017017829122,-1,17178
1787593200,763.41,763.46,763.11,763.13,763.6839156485702,763.6504098153148,763.9191592617362,0,0,-1,764.1602119943311,1.2017116051860628,-1,1,5,0.814066969261015,0.8204725871783582,1.1962614870462203,-1,48447
1787593500,763.11,763.28,763.05,763.25,763.6766121724778,763.5703278522518,763.8554298082375,0,0,-1,764.1245174063181,1.3505076268153593,-1,1,6,0.5421586657909543,0.814066969261015,1.350505627468495,-1,35453
1787593800,763.23,763.51,763.13,763.21,763.6724410649632,763.4982622818014,763.7939603026911,0,0,-1,764.0886539786194,1.446371444714063,-1,1,7,0.9260241273484021,0.9260241273484021,1.453441680798341,-1,25528
1787594100,763.215,763.38,763.14,763.3,763.6695939150089,763.4586098254412,763.7469164643395,0,0,-1,764.0577263716148,1.5122533512369345,-1,1,8,0.5879641407599626,0.9260241273484021,1.5324439193278798,-1,17294
1787594400,763.31,763.65,763.28,763.54,763.6667412529576,763.474887860353,763.7272101344024,0,0,-1,764.0374233766495,1.4266503830879498,-1,0,0,0.9339313753413478,0.9339313753413478,1.4684715709163194,-1,39128
1787594700,763.53,763.98,763.5,763.92,763.6683561224861,763.5639102882824,763.7455710739831,0,0,0,764.0328185383495,1.1710230155082286,-1,0,0,1.2173314644924178,1.2173314644924178,1.2426379530758522,-1,30218
1787595000,763.9,764.26,763.82,764.26,763.6750951152264,763.7031282306259,763.7945643050324,0,0,0,764.041727615277,0.839670131016304,-1,0,0,1.0988293056260319,1.2173314644924178,0.9433894862435389,-1,38345
1787595300,764.28,764.47,764.135,764.24,763.682501590118,763.8105025845007,763.8369867521722,0,0,1,764.0495030029132,0.5999342912068563,-1,0,0,0.8307442560191975,1.2173314644924178,0.7240402040709092,-1,31298
1787595600,764.23,764.69,764.21,764.62,763.6993081529296,763.9724020676006,763.9115594424414,0,0,1,764.0718754341715,0.24609460813786227,0,0,0,1.2048868436802644,1.2173314644924178,0.3920703550753546,0,53358
1787595900,764.6,764.84,764.55,764.82,763.7238072136449,764.1419216540804,763.9980775907803,0,0,1,764.1012136524392,0.10278497379469054,0,0,0,0.7174527094055672,1.2048868436802644,0.06487028227652424,0,63290
1787596200,764.8,765.12,764.66,764.67,763.7426321496215,764.2475373232643,764.0620702011822,1,0,1,764.1235189994024,0.30956754906890077,0,1,0,1.1614691470812484,1.2048868436802644,0.14308484612449665,0,46971
1787596500,764.69,764.74,764.12,764.24,763.7517673144449,764.2460298586115,764.0790158963077,1,0,1,764.1280868817788,0.2833205463316717,0,1,0,1.5476090503895907,1.5476090503895907,0.1432192379687956,0,40511
1787596800,764.23,764.41,764.17,764.36,763.7594723343391,764.2688238868892,764.1057762871355,0,0,1,764.1371815138659,0.3260927467610256,0,1,0,0.5765237824723758,1.5476090503895907,0.19464865508726945,0,38498
1787597100,764.33,764.4,764.12,764.32,763.7646716162744,764.2790591095114,764.1261785455035,0,0,1,764.1443508662634,0.341153861596787,0,1,0,0.6935910299712508,1.5476090503895907,0.22079171459545904,0,28309
1787597400,764.33,764.43,764.07,764.14,763.7692966006957,764.2512472876091,764.1274948745032,0,0,1,764.144180244057,0.2728722204281642,0,0,0,0.9117139917611862,1.5476090503895907,0.17102357346483696,0,29520
1787597700,764.13,764.24,763.98,763.98,763.7742463404275,764.1969978300873,764.1134477435982,0,0,1,764.1377418031136,0.15474958470714933,0,0,0,0.6626388004895435,0.9117139917611862,0.07169209651066799,0,48473
1787598000,763.97,764.04,763.81,763.91,763.7759684924586,764.1395982640698,764.0940717680173,1,0,1,764.1288107520111,0.028999231011917575,0,0,0,0.600654588240507,0.9117139917611862,0.038274567917712436,0,34820
1787598300,763.93,764.08,763.85,763.91,763.7771809545116,764.0936786112559,764.0765411234443,0,0,1,764.1202299382068,0.07337647410800069,0,0,0,0.6182911403865728,0.9117139917611862,0.1299904175690909,0,21082
1787598600,763.9,764.21,763.86,764.1,763.7787960919314,764.0949428890048,764.0787753021639,0,0,1,764.1194366072967,0.06784884548416038,0,1,0,0.96724980959758,0.96724980959758,0.12423476868438678,0,17252
1787598900,764.11,764.23,763.955,764.14,763.7810482583874,764.1039543112038,764.0846062257673,0,0,1,764.1202430148537,0.045901639276997676,0,0,0,0.7617639872282315,0.96724980959758,0.10423167848396955,0,20543
1787599200,764.05,764.19,763.96,764.01,763.7831876001626,764.085163448963,764.0775008709323,0,0,1,764.1159197593693,0.08890587149026653,0,1,0,0.6481410221833683,0.96724980959758,0.14319916465152718,0,23804
1787599500,764.02,764.16,763.92,763.99,763.7848699407282,764.0661307591704,764.0691674546531,0,0,1,764.1109817295901,0.13254808797275044,-1,1,1,0.6937571144213317,0.96724980959758,0.18335047378252373,0,21374
1787599800,763.98,764.24,763.74,763.74,763.7868301563924,764.0009046073363,764.0378181732576,0,0,0,764.0964334264689,0.27300210135168135,-1,1,2,1.4776501682394423,1.4776501682394423,0.3087233289531878,-1,49907
1787600100,763.74,763.85,763.64,763.65,763.7856674690069,763.9307236858691,764.0008831091378,0,0,0,764.078926233274,0.4359854348613678,-1,1,3,0.600137652746309,1.4776501682394423,0.4611549836796187,-1,49844
